Club Number,Agreement Number,Membership Type,Since Date,Invoice  Amount,consolidated_mem_types
132,13206736,EDGECP,08-08-2012,16.0375,Fit
132,13206757,EFIT,08-09-2012,26.6775,Fit
132,13206819,EFIT,08-11-2012,26.6775,Fit
132,13206909,EFIT,8/14/2012,26.6775,Fit
132,13206915,TOTAL,8/14/2012,37.3075,Total
132,13206942,RED,1/20/2019,10.7275,Red
132,13206951,RED,09-03-2019,16.0375,Red
132,13206959,REDPIF,2/27/1986,0.0975,Red
132,13206970,TOTAL,09-04-2019,31.9875,Total
132,13206982,EFIT,8/17/2012,26.6775,Fit
132,13206983,EDGECP,8/17/2012,16.0375,Fit
132,13207003,EFIT,8/18/2012,26.6775,Fit
132,13207110,EFIT,9/21/2012,26.6775,Fit
132,13207114,EFIT,9/21/2012,26.6775,Fit
132,13207118,EFIT,8/21/2012,26.6775,Fit
132,13207133,FSTCD,2/17/2016,20.0875,Child
132,13207209,EFIT,8/24/2012,26.6775,Fit
132,13207214,FSTCD,07-04-2018,20.0875,Child
132,13207355,TOTAL,8/26/2012,31.9875,Total
132,13207388,REDPIF,9/29/2012,0.0975,Red
132,13207403,TOTAL,09-06-2019,31.9875,Total
132,13207412,EFIT,8/30/2012,26.6775,Fit
132,13207426,EFIT,8/31/2012,26.6775,Fit
132,13207453,EFIT,09-03-2012,26.6775,Fit
132,13207459,EFIT,9/26/2012,26.6775,Fit
132,13207516,EFIT,09-06-2012,26.6775,Fit
132,13207528,EFIT,09-06-2012,26.6775,Fit
132,13207544,TOTAL,10-08-2012,21.3575,Total
132,13207648,EDGECP,10-12-2012,15.9475,Fit
132,13207678,TOTAL,9/15/2012,23.4875,Total
132,13207702,TOTAL,09-12-2012,37.3075,Total
132,13207722,EFITPF,9/14/2012,0.0975,Fit
132,13207733,TOTAL,9/14/2012,31.9875,Total
132,13207756,EFIT,9/14/2012,26.6775,Fit
132,13207780,EFIT,9/16/2012,26.6775,Fit
132,13207781,EFIT,9/16/2012,26.6775,Fit
132,13207783,EFIT,09-08-2019,28.7975,Fit
132,13207812,REDPIF,09-08-2019,0.0975,Red
132,13207813,TOTAL,11/13/2012,37.3075,Total
132,13207823,RED,1/21/2019,10.7275,Red
132,13207834,EFIT,10-04-2012,26.6775,Fit
132,13207906,EFIT,5/27/2019,23.4875,Fit
132,13207915,TOTAL,09-09-2019,31.9875,Total
132,13207918,EFIT,9/22/2012,26.6775,Fit
132,13207926,EFIT,11-05-2012,26.6775,Fit
132,13207979,EFIT,9/24/2012,26.6775,Fit
132,13207991,TOTAL,09-09-2019,31.9875,Total
132,13208014,EFIT,1/17/2019,26.6775,Fit
132,13208048,EFIT,9/25/2012,21.3575,Fit
132,13208053,EFITPF,9/26/2012,0.0975,Fit
132,13208076,EFIT,09-09-2019,28.7975,Fit
132,13208120,EFIT,09-09-2019,23.4875,Fit
132,13208134,EFIT,9/28/2012,26.6775,Fit
132,13208153,EFIT,9/28/2012,26.6775,Fit
132,13208164,EFIT,09-09-2019,28.7975,Fit
132,13208191,EFIT,12/13/2012,26.6775,Fit
132,13208214,EFITPF,10-01-2012,0.0975,Fit
132,13208232,EFIT,11-05-2012,26.6775,Fit
132,13208233,EFIT,10-02-2012,26.6775,Fit
132,13208298,EFIT,10-05-2012,26.6775,Fit
132,13208363,EFIT,09-10-2019,28.7975,Fit
132,13208398,PIFPLT,10-12-2012,0.0975,Fit
132,13208438,TOTAL,11/15/2012,31.9875,Total
132,13208457,EFIT,10/15/2012,26.6775,Fit
132,13208485,TOTAL,11/16/2012,37.3075,Total
132,13208494,TOTAL,11/16/2012,31.9875,Total
132,13208495,PIFPLT,10/16/2012,0.0975,Fit
132,13208497,EFIT,10/16/2012,26.6775,Fit
132,13208502,EFIT,11/16/2012,26.6775,Fit
132,13208524,EFIT,11/16/2012,23.4875,Fit
132,13208525,EFIT,10/16/2012,26.6775,Fit
132,13208585,TOTAL,11/19/2012,31.9875,Total
132,13208646,TOTAL,09-11-2019,37.3075,Total
132,13208653,EFIT,10/22/2012,26.6775,Fit
132,13208657,TOTAL,09-11-2019,37.3075,Total
132,13208659,EFIT,09-12-2019,28.7975,Fit
132,13208678,EFIT,10/23/2012,26.6775,Fit
132,13208686,EFIT,09-12-2019,28.7975,Fit
132,13208706,EFIT,06-05-2019,23.4875,Fit
132,13208774,EFIT,09-12-2019,28.7975,Fit
132,13208775,EFIT,9/13/2019,28.7975,Fit
132,13208777,EFIT,9/13/2019,28.7975,Fit
132,13208778,TOTAL,9/13/2019,31.9875,Total
132,13208779,TOTAL,9/13/2019,37.3075,Total
132,13208780,RED,9/13/2019,10.7275,Red
132,13208808,EFIT,9/14/2019,23.4875,Fit
132,13208819,EFIT,10/30/2012,26.6775,Fit
132,13208833,EFIT,9/14/2019,28.7975,Fit
132,13208850,EFIT,9/14/2019,23.4875,Fit
132,13208859,EFIT,11-12-2012,26.6775,Fit
132,13208901,TOTAL,9/15/2019,31.9875,Total
132,13208932,EFIT,11-07-2012,26.6775,Fit
132,13208935,RED,9/15/2019,16.0375,Red
132,13208962,RED,11-11-2012,10.7275,Red
132,13208966,EFIT,11-11-2012,26.6775,Fit
132,13209003,FSTCD,9/16/2019,20.0875,Child
132,13209012,EFITPF,11-12-2012,0.0975,Fit
132,13209026,EFIT,9/17/2019,23.4875,Fit
132,13209029,EFIT,12-01-2012,26.6775,Fit
132,13209058,TOTAL,11/13/2012,31.9875,Total
132,13209065,TOTAL,9/17/2019,31.9875,Total
132,13209073,EFIT,11/13/2012,24.5475,Fit
132,13209095,EFIT,12/15/2012,28.7975,Fit
132,13209116,EDGECP,11/16/2012,0.0975,Fit
132,13209118,EFIT,4/19/2013,26.6775,Fit
132,13209126,EFIT,11/16/2012,23.4875,Fit
132,13209139,EFIT,11/16/2012,26.6775,Fit
132,13209152,EFIT,11/17/2012,26.6775,Fit
132,13209154,EFIT,11/17/2012,26.6775,Fit
132,13209179,TOTAL,11/20/2012,21.3575,Total
132,13209210,TOTAL,9/18/2019,31.9875,Total
132,13209236,EFIT,11/21/2012,26.6775,Fit
132,13209239,EFIT,11/21/2012,26.6775,Fit
132,13209246,PIFPLT,11/21/2012,0.0975,Fit
132,13209247,TOTAL,11/21/2012,23.4875,Total
132,13209312,EFIT,2/17/2015,26.6775,Fit
132,13209329,EFIT,11/27/2012,26.6775,Fit
132,13209336,EFIT,9/20/2019,23.4875,Fit
132,13209381,TOTAL,12-01-2012,37.3075,Total
132,13209391,EFIT,12/13/2012,23.4875,Fit
132,13209457,EFIT,9/21/2019,23.4875,Fit
132,13209458,REDPIF,9/22/2019,0.0975,Red
132,13209468,EFIT,12-05-2012,23.4875,Fit
132,13209481,EFITPF,12-07-2012,0.0975,Fit
132,13209493,EDGECP,12/14/2012,15.9475,Fit
132,13209501,EFIT,12-09-2012,28.7975,Fit
132,13209573,EFIT,9/23/2019,23.4875,Fit
132,13209576,EFIT,9/23/2019,23.4875,Fit
132,13209581,EFIT,1/13/2013,26.6775,Fit
132,13209593,EFIT,03-04-2013,23.4875,Fit
132,13209599,EFIT,12/13/2012,26.6775,Fit
132,13209604,EFIT,12/14/2012,23.4875,Fit
132,13209615,EFIT,12/15/2012,26.6775,Fit
132,13209626,EFIT,12/16/2012,26.6775,Fit
132,13209636,EFIT,12/16/2012,26.6775,Fit
132,13209637,EFITPF,12/16/2012,0.0975,Fit
132,13209641,EFIT,12/17/2012,28.7975,Fit
132,13209669,EFIT,9/24/2019,23.4875,Fit
132,13209695,RED,9/25/2019,10.7275,Red
132,13209699,EFIT,1/25/2013,28.7975,Fit
132,13209703,EFIT,9/25/2019,23.4875,Fit
132,13209719,EFITPF,12/22/2012,0.0975,Fit
132,13209721,EFITPF,12/22/2012,0.0975,Fit
132,13209727,REDPIF,1/19/2013,0.0975,Red
132,13209733,EFIT,12/23/2012,26.6775,Fit
132,13209752,TOTAL,9/25/2019,31.9875,Total
132,13209758,EFIT,9/26/2019,23.4875,Fit
132,13209780,EFIT,11-03-2017,26.6775,Fit
132,13209781,EFIT,9/26/2019,23.4875,Fit
132,13209819,TOTAL,9/27/2019,31.9875,Total
132,13209845,EFIT,12/28/2012,26.6775,Fit
132,13209957,TTLPIF,01-02-2013,0.0975,Total
132,13209963,RED,9/29/2019,10.7275,Red
132,13209978,RED,1/22/2019,16.0375,Red
132,13209994,EFIT,9/30/2019,23.4875,Fit
132,13210001,EFIT,01-04-2013,26.6775,Fit
132,13210002,EFIT,01-04-2013,26.6775,Fit
132,13210021,EFITPF,03-10-2010,0.0975,Fit
132,13210025,EFIT,03-10-2010,26.6875,Fit
132,13210040,EFIT,03-11-2010,26.6875,Fit
132,13210043,TOTAL,3/15/2010,37.3075,Total
132,13210044,EDGECP,3/15/2010,19.2275,Fit
132,13210084,REDPIF,4/24/2010,0.0975,Red
132,13210103,EFIT,4/21/2010,26.6875,Fit
132,13210135,EFIT,4/19/2010,26.6875,Fit
132,13210142,RED,1/23/2019,16.0375,Red
132,13210153,TTLPIF,9/14/2010,0.0975,Total
132,13210157,EFIT,04-05-2010,26.6875,Fit
132,13210163,RED,04-05-2010,16.0375,Red
132,13210164,RED,04-05-2010,16.0375,Red
132,13210168,EFIT,04-05-2010,26.6775,Fit
132,13210192,EFIT,04-07-2010,26.6775,Fit
132,13210200,EFIT,04-07-2010,26.6775,Fit
132,13210216,EFITPF,03-10-2010,0.0975,Fit
132,13210243,TOTAL,04-12-2010,31.9875,Total
132,13210252,EFIT,4/13/2010,26.6775,Fit
132,13210253,EFIT,4/13/2010,26.6775,Fit
132,13210257,EFIT,4/16/2010,26.6775,Fit
132,13210258,TOTAL,4/16/2010,31.9875,Total
132,13210269,EFIT,4/15/2010,26.6875,Fit
132,13210282,TOTAL,9/30/2019,31.9875,Total
132,13210291,REDPIF,4/14/2010,0.0975,Red
132,13210301,EFIT,4/16/2010,26.6875,Fit
132,13210310,TOTAL,4/16/2010,31.9875,Total
132,13210311,EFIT,4/16/2010,26.6775,Fit
132,13210340,EFIT,4/18/2010,26.6775,Fit
132,13210375,EFIT,3/22/2010,24.5475,Fit
132,13210379,EFIT,3/23/2010,26.6875,Fit
132,13210396,EFIT,4/27/2015,26.6775,Fit
132,13210417,TOTAL,3/29/2010,21.3575,Total
132,13210433,EFIT,3/31/2010,26.6875,Fit
132,13210442,EFIT,04-12-2010,26.6775,Fit
132,13210468,EFIT,2/19/2010,26.6775,Fit
132,13210472,EFIT,2/20/2010,26.6775,Fit
132,13210491,EFIT,1/23/2019,26.6775,Fit
132,13210591,EFITPF,3/16/2010,0.0975,Fit
132,13210596,EFIT,3/16/2010,26.6875,Fit
132,13210607,EFIT,3/18/2010,26.6875,Fit
132,13210608,EFITPF,3/18/2010,0.0975,Fit
132,13210610,EFITPF,3/18/2010,0.0975,Fit
132,13210617,TOTAL,3/20/2010,37.3075,Total
132,13210634,EFIT,3/17/2010,26.6775,Fit
132,13210679,EFIT,12/31/2009,26.6875,Fit
132,13210680,TOTAL,12/31/2009,21.3575,Total
132,13210681,EFIT,12/31/2009,26.6775,Fit
132,13210689,EFIT,01-02-2010,26.6775,Fit
132,13210752,TOTAL,12/31/2009,31.9875,Total
132,13210783,EFIT,02-03-2010,26.6775,Fit
132,13210803,EFIT,4/16/2019,28.7975,Fit
132,13210804,EFIT,03-03-2010,26.6775,Fit
132,13210815,TOTAL,03-04-2010,37.3075,Total
132,13210821,EFIT,03-06-2010,23.4875,Fit
132,13210849,EFITPF,03-08-2010,0.0975,Fit
132,13210876,EFIT,3/29/2010,26.6875,Fit
132,13210888,EFITPF,3/26/2010,0.0975,Fit
132,13210890,EFIT,1/23/2019,26.6775,Fit
132,13210891,TOTAL,3/26/2010,37.2175,Total
132,13210892,EFIT,3/26/2010,26.6775,Fit
132,13210895,EFIT,3/25/2010,26.6775,Fit
132,13210928,PIFPLT,04-03-2010,0.0975,Fit
132,13210930,EFIT,04-02-2010,26.6775,Fit
132,13210936,TOTAL,04-02-2010,37.3075,Total
132,13210940,TOTAL,3/31/2010,21.3575,Total
132,13210941,TOTAL,04-01-2010,21.3575,Total
132,13210946,EFITCO,1/24/2019,10.7275,Fit
132,13210967,EFIT,02-06-2010,26.6775,Fit
132,13210996,PIFPLT,2/14/2010,0.0975,Fit
132,13211004,EFIT,1/24/2019,21.3575,Fit
132,13211014,TOTAL,02-12-2010,37.3075,Total
132,13211028,EFIT,2/15/2010,23.4875,Fit
132,13211037,EFIT,2/15/2010,26.6775,Fit
132,13211043,EFIT,2/15/2010,26.6875,Fit
132,13211053,EFIT,2/15/2010,26.6775,Fit
132,13211056,EFIT,11/30/2009,26.6775,Fit
132,13211058,RED,11/30/2009,16.0375,Red
132,13211067,EFIT,11/30/2009,26.6775,Fit
132,13211069,EFIT,11/30/2009,26.6775,Fit
132,13211070,TOTAL,09-06-2018,37.3075,Total
132,13211083,EFIT,12-04-2009,26.6775,Fit
132,13211091,RED,8/26/2009,16.0375,Red
132,13211098,REDPIF,1/24/2019,0.0975,Red
132,13211131,EFIT,10-02-2019,23.4875,Fit
132,13211144,EFIT,12-09-2009,26.6775,Fit
132,13211154,TOTAL,12-11-2009,37.3075,Total
132,13211172,EFIT,12-11-2009,26.6775,Fit
132,13211179,EFIT,12/13/2009,26.3875,Fit
132,13211180,TOTAL,12/13/2009,31.9875,Total
132,13211183,EFIT,12/13/2009,26.6775,Fit
132,13211189,TOTAL,12/14/2009,37.3075,Total
132,13211201,EFITPF,12/18/2009,0.0975,Fit
132,13211205,TTLPIF,12/17/2009,0.0975,Total
132,13211268,TOTAL,01-12-2010,31.9875,Total
132,13211269,EFIT,01-12-2010,26.6775,Fit
132,13211279,EFIT,01-12-2010,26.6775,Fit
132,13211289,TOTAL,1/13/2010,31.9875,Total
132,13211300,RED,1/13/2010,10.7275,Red
132,13211317,TOTAL,1/14/2010,37.3075,Total
132,13211318,EFIT,1/14/2010,26.6775,Fit
132,13211319,EFIT,1/14/2010,26.6775,Fit
132,13211332,EFITPF,1/15/2010,0.0975,Fit
132,13211340,EFIT,1/16/2010,26.6775,Fit
132,13211352,EFIT,1/17/2010,26.3875,Fit
132,13211353,EFIT,1/17/2010,26.3875,Fit
132,13211355,EFIT,1/17/2010,26.6775,Fit
132,13211365,PIFPLT,1/19/2010,0.0975,Fit
132,13211369,EFIT,1/19/2010,26.6775,Fit
132,13211380,TOTAL,1/20/2010,31.9875,Total
132,13211430,EFIT,1/28/2010,26.6775,Fit
132,13211435,EFIT,1/28/2010,26.6775,Fit
132,13211437,EFIT,1/24/2019,26.6775,Fit
132,13211476,TOTAL,11/14/2009,31.9875,Total
132,13211496,EFIT,11/15/2009,26.6775,Fit
132,13211500,EFIT,11/15/2009,26.6875,Fit
132,13211506,EFIT,11/16/2009,26.6775,Fit
132,13211507,EFIT,11/16/2009,26.6775,Fit
132,13211510,EFIT,11/16/2009,26.6875,Fit
132,13211536,EFIT,11/16/2009,26.3875,Fit
132,13211538,EFIT,11/16/2009,28.7975,Fit
132,13211594,EFIT,04-09-2013,23.4875,Fit
132,13211617,EFIT,3/13/2013,28.7975,Fit
132,13211627,EFIT,12/17/2015,26.6775,Fit
132,13211628,EFIT,2/15/2013,26.6775,Fit
132,13211658,EFIT,1/16/2013,26.6775,Fit
132,13211661,EFIT,2/16/2013,26.6775,Fit
132,13211705,EFIT,10-02-2019,23.4875,Fit
132,13211710,EFIT,1/18/2013,26.6775,Fit
132,13211716,EFIT,10-02-2019,23.4875,Fit
132,13211720,EFIT,2/20/2013,26.6775,Fit
132,13211766,EFIT,1/22/2013,26.6775,Fit
132,13211786,EFITPF,2/23/2013,0.0975,Fit
132,13211787,EFIT,10-02-2019,23.4875,Fit
132,13211798,EFIT,1/24/2013,21.3575,Fit
132,13211804,EFIT,2/25/2013,26.6775,Fit
132,13211809,EFIT,1/24/2019,26.6775,Fit
132,13211909,EFIT,1/29/2013,26.6775,Fit
132,13211911,EFIT,10-03-2019,23.4875,Fit
132,13211919,RED,03-02-2013,16.0375,Red
132,13211933,EFIT,1/31/2013,26.6775,Fit
132,13211940,EFITPF,2/18/2013,0.0975,Fit
132,13211948,EFIT,03-04-2013,26.6775,Fit
132,13211952,EFIT,03-04-2013,26.6775,Fit
132,13211954,EFIT,2/16/2013,26.6775,Fit
132,13211963,EFIT,02-01-2013,26.6775,Fit
132,13211991,EFIT,02-04-2013,26.6775,Fit
132,13212009,EFIT,2/21/2013,26.6775,Fit
132,13212013,EFIT,02-05-2013,26.6775,Fit
132,13212016,EFIT,02-05-2013,26.6775,Fit
132,13212040,EFIT,02-08-2013,26.6775,Fit
132,13212062,EFIT,02-08-2013,21.3575,Fit
132,13212071,TOTAL,02-08-2013,37.3075,Total
132,13212092,RED,10-03-2019,10.7275,Red
132,13212103,TTLPIF,3/14/2013,0.0975,Total
132,13212106,EFIT,2/13/2013,26.6775,Fit
132,13212114,EFIT,2/15/2013,26.6775,Fit
132,13212123,EFIT,02-12-2013,23.4875,Fit
132,13212125,EFIT,3/15/2013,26.6775,Fit
132,13212150,EFIT,2/14/2013,26.6775,Fit
132,13212156,EFIT,3/13/2013,23.4875,Fit
132,13212163,EFIT,10-04-2019,23.4875,Fit
132,13212175,EFITPF,2/18/2013,0.0975,Fit
132,13212183,RED,10-04-2019,10.7275,Red
132,13212197,TOTAL,2/19/2013,31.9875,Total
132,13212211,EFITPF,2/19/2013,0.0975,Fit
132,13212247,EFIT,10-04-2019,23.4875,Fit
132,13212252,RED,10-04-2019,16.0375,Red
132,13212254,EFIT,3/18/2013,28.7975,Fit
132,13212276,EFIT,2/23/2013,26.6775,Fit
132,13212290,EFIT,10-04-2019,23.4875,Fit
132,13212344,TOTAL,10-04-2019,31.9875,Total
132,13212348,EFIT,10-05-2019,23.4875,Fit
132,13212356,TOTAL,10-05-2019,31.9875,Total
132,13212357,EFIT,3/18/2013,26.6775,Fit
132,13212362,EFIT,2/28/2013,26.6775,Fit
132,13212368,TOTAL,04-01-2013,31.9875,Total
132,13212379,EFIT,04-01-2013,26.6775,Fit
132,13212384,EFIT,03-01-2013,26.6775,Fit
132,13212409,EFIT,10-05-2019,23.4875,Fit
132,13212460,EFIT,02-08-2019,26.6775,Fit
132,13212472,EFIT,10-05-2019,23.4875,Fit
132,13212473,EFIT,10-06-2019,23.4875,Fit
132,13212479,EFIT,10-07-2019,23.4875,Fit
132,13212480,EFIT,10-07-2019,23.4875,Fit
132,13212483,EFIT,1/26/2019,26.6775,Fit
132,13212508,EFIT,03-08-2013,26.6775,Fit
132,13212544,EFIT,03-10-2013,26.6775,Fit
132,13212566,TOTAL,10-07-2019,31.9875,Total
132,13212602,TOTAL,10-08-2019,31.9875,Total
132,13212610,EFIT,4/15/2013,26.6775,Fit
132,13212628,EFIT,3/15/2013,23.4875,Fit
132,13212651,EFIT,3/17/2013,26.6775,Fit
132,13212658,EFIT,3/18/2013,26.6775,Fit
132,13212680,TOTAL,1/26/2019,31.9875,Total
132,13212696,EFIT,3/19/2013,23.4875,Fit
132,13212716,TOTAL,10-08-2019,31.9875,Total
132,13212730,EFIT,3/20/2013,23.4875,Fit
132,13212732,TOTAL,3/23/2013,37.3075,Total
132,13212734,EFIT,4/20/2013,26.6775,Fit
132,13212742,EFIT,10-08-2019,23.4875,Fit
132,13212747,REDPIF,10-08-2019,0.0975,Red
132,13212781,EFIT,10-09-2019,23.4875,Fit
132,13212794,EFIT,3/22/2013,26.6775,Fit
132,13212813,TTLPIF,05-06-2013,0.0975,Total
132,13212814,EFITPF,3/23/2013,0.0975,Fit
132,13212847,RED,10-09-2019,10.7275,Red
132,13212877,EFIT,3/25/2013,26.6775,Fit
132,13212928,TOTAL,3/26/2013,31.9875,Total
132,13212934,EFIT,10-09-2019,23.4875,Fit
132,13212943,RED,4/13/2018,10.7275,Red
132,13212950,TOTAL,3/26/2013,28.7975,Total
132,13212961,EFIT,3/26/2013,26.6775,Fit
132,13212963,RED,1/27/2019,10.7275,Red
132,13212972,TOTAL,3/27/2013,31.9875,Total
132,13212973,TOTAL,3/27/2013,37.3075,Total
132,13212985,EFIT,10-09-2019,23.4875,Fit
132,13213022,TOTAL,10-09-2019,31.9875,Total
132,13213026,EFIT,1/27/2019,26.6775,Fit
132,13213029,RED,3/29/2013,10.7275,Red
132,13213033,TOTAL,10-09-2019,31.9875,Total
132,13213061,EFIT,3/31/2013,26.6775,Fit
132,13213123,EFIT,04-01-2013,23.4875,Fit
132,13213153,EFIT,04-02-2013,26.6775,Fit
132,13213162,EFIT,10-11-2019,28.7975,Fit
132,13213174,EFIT,04-02-2013,26.6775,Fit
132,13213182,TOTAL,04-02-2013,23.4875,Total
132,13213230,EFIT,10/13/2019,23.4875,Fit
132,13213233,EFIT,04-04-2013,26.6775,Fit
132,13213271,EFIT,04-06-2013,26.6775,Fit
132,13213314,TOTAL,04-08-2013,31.9875,Total
132,13213323,EFITPF,10/14/2019,0.0975,Fit
132,13213334,REDPIF,10/14/2019,0.0975,Red
132,13213358,EFIT,10/14/2019,23.4875,Fit
132,13213359,EFIT,10/14/2019,23.4875,Fit
132,13213360,EFIT,10/14/2019,23.4875,Fit
132,13213361,EFIT,10/14/2019,23.4875,Fit
132,13213364,RED,10/14/2019,10.7275,Red
132,13213395,EFIT,12/18/2019,23.4875,Fit
132,13213401,TOTAL,04-10-2013,31.9875,Total
132,13213408,EFIT,04-10-2013,26.6775,Fit
132,13213410,EFIT,1/28/2019,26.6775,Fit
132,13213420,EFIT,04-11-2013,26.6775,Fit
132,13213423,REDPIF,10/15/2019,0.0975,Red
132,13213456,EFIT,10/15/2019,23.4875,Fit
132,13213469,TOTAL,10/15/2019,31.9875,Total
132,13213479,EFIT,04-12-2013,26.6775,Fit
132,13213715,TOTAL,4/18/2013,31.9875,Total
132,13213732,EFIT,4/19/2013,26.6775,Fit
132,13213738,REDPIF,10/16/2019,0.0975,Red
132,13213785,TOTAL,4/21/2013,31.9875,Total
132,13213949,REDPIF,02-03-2016,0.0975,Red
132,13213961,REDPIF,02-04-2013,0.0975,Red
132,13213974,EFIT,10/16/2019,23.4875,Fit
132,13214017,EFIT,05-04-2013,26.6775,Fit
132,13214045,RED,10/17/2019,10.7275,Red
132,13214060,EFITPF,10-10-2018,0.0975,Fit
132,13214091,TOTAL,05-06-2013,31.9875,Total
132,13214145,EFIT,05-08-2013,26.6775,Fit
132,13214159,EFIT,10/17/2019,23.4875,Fit
132,13214170,RED,10/18/2019,10.7175,Red
132,13214180,EFIT,5/13/2013,24.5475,Fit
132,13214235,EFIT,10/16/2018,26.6775,Fit
132,13214254,EFIT,10/19/2019,23.4875,Fit
132,13214327,RED,10/20/2019,10.7175,Red
132,13214340,TOTAL,10/20/2019,31.9875,Total
132,13214343,EFIT,5/16/2013,28.7975,Fit
132,13214348,RED,10/20/2019,10.7175,Red
132,13214352,EFITPF,10/20/2019,0.0975,Fit
132,13214376,EFIT,5/15/2013,24.5475,Fit
132,13214407,RED,10/20/2019,10.7275,Red
132,13214416,EFIT,5/16/2013,26.6775,Fit
132,13214421,EFIT,10/21/2019,23.4875,Fit
132,13214428,TOTAL,5/16/2013,31.9875,Total
132,13214429,RED,5/16/2013,10.7275,Red
132,13214430,TOTAL,5/16/2013,31.9875,Total
132,13214436,EFIT,10/21/2019,23.4875,Fit
132,13214457,EFIT,10/21/2019,23.4875,Fit
132,13214464,EFIT,10/21/2019,23.4875,Fit
132,13214526,EFIT,1/30/2019,26.6775,Fit
132,13214573,EFIT,10/22/2019,23.4875,Fit
132,13214692,EFIT,5/25/2013,24.5475,Fit
132,13214737,TOTAL,5/27/2013,31.9875,Total
132,13214744,TOTAL,04-12-2015,37.3075,Total
132,13214772,TOTAL,5/27/2013,21.3575,Total
132,13214790,EFIT,10/17/2013,26.6775,Fit
132,13214810,RED,10/23/2019,10.7175,Red
132,13214846,EFIT,5/30/2013,26.6775,Fit
132,13214848,EFIT,10/23/2019,23.4875,Fit
132,13214857,TOTAL,10/23/2019,31.9875,Total
132,13214865,RED,10/23/2019,10.7175,Red
132,13214874,EFIT,06-09-2013,26.6775,Fit
132,13214888,EFIT,06-01-2013,26.6775,Fit
132,13214971,EFIT,06-04-2013,26.6775,Fit
132,13214987,EFIT,07-06-2013,26.6775,Fit
132,13215007,EFIT,06-05-2013,26.6775,Fit
132,13215010,REDPIF,08-03-2018,0.0975,Red
132,13215015,RED,10/24/2019,10.7175,Red
132,13215039,EFIT,06-08-2013,26.6775,Fit
132,13215058,EFIT,10/24/2019,23.4875,Fit
132,13215062,EFIT,06-10-2013,23.4875,Fit
132,13215064,EFIT,09-12-2013,26.6775,Fit
132,13215075,EFIT,8/15/2016,23.4875,Fit
132,13215099,RED,10/25/2019,10.7175,Red
132,13215103,EFITPF,10/14/2011,0.0975,Fit
132,13215121,RED,10/25/2019,10.7175,Red
132,13215186,REDPIF,10/26/2019,0.0975,Red
132,13215221,EFIT,6/13/2013,24.5475,Fit
132,13215280,EFIT,10/28/2019,23.4875,Fit
132,13215285,EFIT,6/14/2013,26.6775,Fit
132,13215327,EDGECP,6/15/2013,16.0375,Fit
132,13215342,RED,10/28/2019,10.7175,Red
132,13215362,EFIT,6/17/2013,26.6775,Fit
132,13215397,REDPIF,10/29/2019,0.0975,Red
132,13215413,RED,10/29/2019,10.7175,Red
132,13215440,EFIT,6/19/2013,26.6775,Fit
132,13215446,TOTAL,6/19/2013,37.3075,Total
132,13215447,TOTAL,6/19/2013,31.9875,Total
132,13215462,TOTAL,10/30/2019,31.9875,Total
132,13215479,EFIT,6/21/2013,21.3575,Fit
132,13215503,EFIT,6/21/2013,26.6775,Fit
132,13215506,EFIT,6/21/2013,23.4875,Fit
132,13215534,REDPIF,10/31/2019,0.0975,Red
132,13215591,RED,10/31/2019,10.7175,Red
132,13215592,EFIT,10/31/2019,23.4875,Fit
132,13215608,EFIT,8/26/2013,26.6775,Fit
132,13215611,EFIT,7/25/2013,23.4875,Fit
132,13215625,REDPIF,10/31/2019,0.0975,Red
132,13215712,EFIT,6/25/2013,26.6775,Fit
132,13215713,EFIT,6/25/2013,26.6775,Fit
132,13215750,EFIT,11-03-2019,23.4875,Fit
132,13215761,EFIT,11-03-2019,23.4875,Fit
132,13215779,TOTAL,11-04-2019,31.9875,Total
132,13215783,EFIT,11-04-2019,23.4875,Fit
132,13215791,RED,10/28/2019,10.7175,Red
132,13215793,RED,10/28/2019,10.7175,Red
132,13215805,RED,10/28/2019,10.7175,Red
132,13215845,EFIT,6/28/2013,26.6775,Fit
132,13215885,EFIT,7/15/2013,26.6775,Fit
132,13215904,TOTAL,11-05-2019,31.9875,Total
132,13215911,TOTAL,11-05-2019,31.9875,Total
132,13215936,EFIT,07-01-2013,26.6775,Fit
132,13215943,EFIT,11-05-2019,23.4875,Fit
132,13215945,EFITPF,11-05-2019,0.0975,Fit
132,13215953,EFIT,07-01-2013,28.7975,Fit
132,13215960,TOTAL,07-01-2013,37.3075,Total
132,13215964,EFIT,07-01-2013,26.6775,Fit
132,13215969,EFITPF,11-05-2019,0.0975,Fit
132,13215977,EFIT,07-02-2013,26.6775,Fit
132,13216029,RED,11-05-2019,10.7275,Red
132,13216056,EFIT,07-04-2013,26.6775,Fit
132,13216067,EFIT,11-06-2019,23.4875,Fit
132,13216093,TOTAL,11-06-2019,31.9875,Total
132,13216139,RED,11-07-2019,10.7175,Red
132,13216163,EFIT,07-05-2013,26.6775,Fit
132,13216184,EFIT,07-08-2013,26.6775,Fit
132,13216186,EFIT,1/30/2019,23.4875,Fit
132,13216234,EFIT,11-08-2019,23.4875,Fit
132,13216238,EFIT,10/28/2020,24.5475,Fit
132,13216249,EFIT,07-11-2013,26.6775,Fit
132,13216303,EFIT,7/16/2013,23.4875,Fit
132,13216316,EFIT,7/16/2013,26.6775,Fit
